,hemilineage,class,predicted_nt,soma_neuromere,root_side,systematic_type,type,soma_side,instance,combined_type,nt_binary,idx
10672,08B,intrinsic neuron,acetylcholine,T2,,IN08B042,IN08B042,RHS,IN08B042_T2_R,IN08B042_T2_R,1,4995
10673,12B,ascending neuron,gaba,T1,RHS,AN12B055,AN12B055,LHS,AN12B055_T1_L,AN12B055_T1_L,-1,918
10674,16B,intrinsic neuron,glutamate,T3,,IN16B077,IN16B077,LHS,IN16B077_T3_L,IN16B077_T3_L,-1,7450
10676,06B,intrinsic neuron,gaba,T2,,IN06B085,IN06B085,LHS,IN06B085_T2_L,IN06B085_T2_L,-1,4645
10680,15B,motor neuron,gaba,T3,,MNhl21,Ti flexor MN,LHS,MNhl21_MetaLN_L,MNhl21_MetaLN_L,-1,10745
10681,,sensory neuron,glutamate,,RHS,SNta01,SNta01,,SNta01_PDMN_R,SNta01_PDMN_R,1,11352
10682,TBD,intrinsic neuron,gaba,A3,,INXXX428,INXXX428,LHS,INXXX428_A3_L,INXXX428_A3_L,-1,10325
10689,04B,intrinsic neuron,acetylcholine,T2,,IN04B077,IN04B077,RHS,IN04B077_T2_R,IN04B077_T2_R,1,3946
10691,TBD,ascending neuron,glutamate,A2,RHS,ANXXX098,ANXXX098,LHS,ANXXX098_A2_L,ANXXX098_A2_L,-1,1293
10692,26X,intrinsic neuron,gaba,T3,,IN26X003,IN26X003,RHS,IN26X003_T3_R,IN26X003_T3_R,-1,9485
10693,06A,ascending neuron,gaba,T1,RHS,AN06A112,AN06A112,LHS,AN06A112_T1_L,AN06A112_T1_L,-1,293
10694,17A,ascending neuron,acetylcholine,T3,LHS,AN17A018,AN17A018,LHS,AN17A018_T3_L,AN17A018_T3_L,1,986
10695,TBD,ascending neuron,acetylcholine,A2,LHS,ANXXX027,ANXXX027,RHS,ANXXX027_A2_R,ANXXX027_A2_R,1,1232
10697,07B,intrinsic neuron,glutamate,T1,,IN07B009,IN07B009,RHS,IN07B009_T1_R,IN07B009_T1_R,-1,4676
10698,19A,ascending neuron,acetylcholine,T1,LHS,AN19A019,AN19A019,LHS,AN19A019_T1_L,AN19A019_T1_L,1,1074
10701,23B,intrinsic neuron,acetylcholine,T1,,IN23B007,IN23B007,LHS,IN23B007_T1_L,IN23B007_T1_L,1,9140
10703,TBD,intrinsic neuron,acetylcholine,A1,,INXXX091,INXXX091,LHS,INXXX091_A1_L,INXXX091_A1_L,1,9614
10704,,sensory neuron,acetylcholine,,LHS,SNpp27,SNpp27,,SNpp27_ADMN_L,SNpp27_ADMN_L,1,11199
10705,10B,intrinsic neuron,acetylcholine,T3,,IN10B036,IN10B036,LHS,IN10B036_T3_L,IN10B036_T3_L,1,5568
10706,01A,intrinsic neuron,acetylcholine,T1,,IN01A032,IN01A032,RHS,IN01A032_T1_R,IN01A032_T1_R,1,2680
10709,09B,ascending neuron,acetylcholine,T3,RHS,AN09B004,AN09B004,LHS,AN09B004_T3_L,AN09B004_T3_L,1,640
10710,05B,ascending neuron,acetylcholine,A3,LHS,AN05B102,AN05B102,RHS,AN05B102_A3_R,AN05B102_A3_R,1,248
10712,17A,intrinsic neuron,acetylcholine,T2,,IN17A087,IN17A087,LHS,IN17A087_T2_L,IN17A087_T2_L,1,7746
10715,14A,intrinsic neuron,glutamate,T3,,IN14A053,IN14A053,RHS,IN14A053_T3_R,IN14A053_T3_R,-1,7058
10716,,sensory ascending,acetylcholine,,LHS,SAxx01,SAxx01,,SAxx01_AbN4_L,SAxx01_AbN4_L,1,11075
10717,,descending neuron,gaba,,LHS,DNxl065,DNxl065,,DNxl065_CvC_L,DNxl065_CvC_L,-1,1872
10718,27X,ascending neuron,glutamate,T3,LHS,AN27X004,AN27X004,RHS,AN27X004_T3_R,AN27X004_T3_R,-1,1183
10720,13A,intrinsic neuron,gaba,T3,,IN13A040,IN13A040,LHS,IN13A040_T3_L,IN13A040_T3_L,-1,6381
10721,02A,intrinsic neuron,glutamate,A1,,IN02A004,IN02A004,LHS,IN02A004_A1_L,IN02A004_A1_L,-1,3141
10722,17A,ascending neuron,acetylcholine,T3,RHS,AN17A018,AN17A018,RHS,AN17A018_T3_R,AN17A018_T3_R,1,987
10725,15B,motor neuron,glutamate,T2,,MNml77,MNml77,LHS,MNml77_MesoLN_L,MNml77_MesoLN_L,-1,10904
10727,TBD,intrinsic neuron,glutamate,A7,,INXXX378,INXXX378,RHS,INXXX378_A7_R,INXXX378_A7_R,-1,10177
10728,04B,intrinsic neuron,acetylcholine,T1,,IN04B069,IN04B069,RHS,IN04B069_T1_R,IN04B069_T1_R,1,3928
10730,23B,intrinsic neuron,acetylcholine,T1,,IN23B046,IN23B046,RHS,IN23B046_T1_R,IN23B046_T1_R,1,9301
10734,12B,intrinsic neuron,gaba,T1,,IN12B059,IN12B059,LHS,IN12B059_T1_L,IN12B059_T1_L,-1,6142
10735,14A,intrinsic neuron,glutamate,T1,,IN14A044,IN14A044,RHS,IN14A044_T1_R,IN14A044_T1_R,-1,7026
10736,13A,intrinsic neuron,gaba,T3,,IN13A042,IN13A042,LHS,IN13A042_T3_L,IN13A042_T3_L,-1,6389
10738,TBD,ascending neuron,acetylcholine,A3,LHS,ANXXX084,ANXXX084,RHS,ANXXX084_A3_R,ANXXX084_A3_R,1,1276
10741,06A,intrinsic neuron,gaba,T3,,IN06A137,IN06A137,RHS,IN06A137_T3_R,IN06A137_T3_R,-1,4478
10744,17A,intrinsic neuron,acetylcholine,T1,,IN17A017,IN17A017,LHS,IN17A017_T1_L,IN17A017_T1_L,1,7583
10745,08B,ascending neuron,acetylcholine,T2,RHS,AN08B028,AN08B028,LHS,AN08B028_T2_L,AN08B028_T2_L,1,527
10747,09A,intrinsic neuron,gaba,T1,,IN09A095,IN09A095,RHS,IN09A095_T1_R,IN09A095_T1_R,-1,5406
10750,03A,intrinsic neuron,acetylcholine,T3,,IN03A050,IN03A050,RHS,IN03A050_T3_R,IN03A050_T3_R,1,3470
10754,13B,intrinsic neuron,gaba,T2,,IN13B011,IN13B011,LHS,IN13B011_T2_L,IN13B011_T2_L,-1,6509
10756,,descending neuron,acetylcholine,,RHS,DNxl134,DNxl134,,DNxl134_CvC_R,DNxl134_CvC_R,1,2009
10757,14B,ascending neuron,gaba,T1,RHS,AN14B012,AN14B012,LHS,AN14B012_T1_L,AN14B012_T1_L,-1,936
10758,TBD,intrinsic neuron,acetylcholine,A8,,INXXX430,INXXX430,RHS,INXXX430_A8_R,INXXX430_A8_R,1,10339
10759,10B,ascending neuron,acetylcholine,T3,RHS,AN10B029,AN10B029,LHS,AN10B029_T3_L,AN10B029_T3_L,1,806
10768,23B,intrinsic neuron,acetylcholine,T2,,IN23B005,IN23B005,RHS,IN23B005_T2_R,IN23B005_T2_R,1,9135
10770,09A,intrinsic neuron,gaba,T1,,IN09A083,IN09A083,LHS,IN09A083_T1_L,IN09A083_T1_L,-1,5371
10773,10B,ascending neuron,acetylcholine,T3,LHS,AN10B019,AN10B019,RHS,AN10B019_T3_R,AN10B019_T3_R,1,775
10774,07B,intrinsic neuron,acetylcholine,T1,,IN07B026,IN07B026,LHS,IN07B026_T1_L,IN07B026_T1_L,1,4699
10775,TBD,intrinsic neuron,acetylcholine,A3,,INXXX365,INXXX365,LHS,INXXX365_A3_L,INXXX365_A3_L,1,10145
10778,TBD,ascending neuron,gaba,A2,LHS,ANXXX019,ANXXX019,RHS,ANXXX019_A2_R,ANXXX019_A2_R,-1,1224
10780,,sensory ascending,acetylcholine,,RHS,SAxx01,SAxx01,,SAxx01_AbN2_R,SAxx01_AbN2_R,1,11072
10783,02A,intrinsic neuron,glutamate,A7,,IN02A054,IN02A054,RHS,IN02A054_A7_R,IN02A054_A7_R,-1,3280
10785,17A,ascending neuron,acetylcholine,T2,RHS,AN17A004,AN17A004,RHS,AN17A004_T2_R,AN17A004_T2_R,1,955
10786,23B,intrinsic neuron,acetylcholine,T2,,IN23B006,IN23B006,LHS,IN23B006_T2_L,IN23B006_T2_L,1,9136
10790,,descending neuron,acetylcholine,,RHS,DNxn031,DNp13,,DNxn031_CvC_R,DNxn031_CvC_R,1,2071
10795,13B,intrinsic neuron,gaba,T3,,IN13B029,IN13B029,LHS,IN13B029_T3_L,IN13B029_T3_L,-1,6597
10797,TBD,motor neuron,glutamate,A5,,MNad08,MNad08,LHS,MNad08_AbN4_L,MNad08_AbN4_L,-1,10468
10798,17A,intrinsic neuron,acetylcholine,T2,,IN17A064,IN17A064,RHS,IN17A064_T2_R,IN17A064_T2_R,-1,7707
10801,11A,intrinsic neuron,glutamate,T2,,IN11A031,IN11A031,LHS,IN11A031_T2_L,IN11A031_T2_L,-1,5717
10803,19B,ascending neuron,acetylcholine,T3,LHS,AN19B106,AN19B106,RHS,AN19B106_T3_R,AN19B106_T3_R,1,1163
10804,TBD,ascending neuron,acetylcholine,A2,RHS,ANXXX102,ANXXX102,LHS,ANXXX102_A2_L,ANXXX102_A2_L,1,1299
10807,,descending neuron,acetylcholine,,RHS,DNnt019,DNnt019,,DNnt019_CvC_R,DNnt019_CvC_R,1,1615
10809,12A,intrinsic neuron,acetylcholine,T1,,IN12A046,IN12A046,LHS,IN12A046_T1_L,IN12A046_T1_L,1,5894
10813,19A,intrinsic neuron,gaba,T2,,IN19A086,IN19A086,LHS,IN19A086_T2_L,IN19A086_T2_L,-1,8199
10814,14A,intrinsic neuron,glutamate,T3,,IN14A083,IN14A083,LHS,IN14A083_T3_L,IN14A083_T3_L,-1,7135
10817,15B,motor neuron,glutamate,T1,,MNfl42,Acc. ti flexor MN,LHS,MNfl42_ProLN_L,MNfl42_ProLN_L,-1,10678
10820,06B,intrinsic neuron,gaba,T2,,IN06B058,IN06B058,LHS,IN06B058_T2_L,IN06B058_T2_L,-1,4578
10821,,descending neuron,gaba,,RHS,DNxl126,DNxl126,,DNxl126_CvC_R,DNxl126_CvC_R,-1,1993
10822,,descending neuron,acetylcholine,,LHS,DNxl097,DNxl097,,DNxl097_CvC_L,DNxl097_CvC_L,1,1934
10825,23B,ascending neuron,acetylcholine,T2,RHS,AN23B004,AN23B004,LHS,AN23B004_T2_L,AN23B004_T2_L,1,1170
10828,TBD,ascending neuron,glutamate,A4,LHS,ANXXX169,ANXXX169,LHS,ANXXX169_A4_L,ANXXX169_A4_L,-1,1359
10830,19A,intrinsic neuron,gaba,T2,,IN19A057,IN19A057,RHS,IN19A057_T2_R,IN19A057_T2_R,-1,8132
10832,,descending neuron,acetylcholine,,LHS,DNxl119,DNxl119,,DNxl119_CvC_L,DNxl119_CvC_L,1,1978
10835,08A,intrinsic neuron,glutamate,T2,,IN08A008,IN08A008,LHS,IN08A008_T2_L,IN08A008_T2_L,-1,4853
10837,21A,intrinsic neuron,glutamate,T3,,IN21A106,IN21A106,RHS,IN21A106_T3_R,IN21A106_T3_R,-1,9119
10839,23B,intrinsic neuron,acetylcholine,T1,,IN23B063,IN23B063,RHS,IN23B063_T1_R,IN23B063_T1_R,1,9364
10840,12B,intrinsic neuron,gaba,T3,,IN12B068,IN12B068,LHS,IN12B068_T3_L,IN12B068_T3_L,-1,6173
10844,TBD,intrinsic neuron,gaba,A4,,INXXX230,INXXX230,LHS,INXXX230_A4_L,INXXX230_A4_L,-1,9791
10845,03B,motor neuron,glutamate,A1,,MNad41,MNad41,LHS,MNad41_AbN2_L,MNad41_AbN2_L,-1,10549
10846,27X,ascending neuron,gaba,T1,RHS,AN27X013,AN27X013,RHS,AN27X013_T1_R,AN27X013_T1_R,-1,1193
10847,23B,intrinsic neuron,acetylcholine,T3,,IN23B028,IN23B028,RHS,IN23B028_T3_R,IN23B028_T3_R,1,9228
10848,13B,intrinsic neuron,gaba,T1,,IN13B055,IN13B055,RHS,IN13B055_T1_R,IN13B055_T1_R,-1,6697
10849,00A,intrinsic neuron,gaba,T2,,IN00A004,IN00A004,Midline,IN00A004_T2_M,IN00A004_T2_M,-1,2475
10850,TBD,intrinsic neuron,gaba,A8,,INXXX282,INXXX282,LHS,INXXX282_A8_L,INXXX282_A8_L,-1,9928
10851,15B,motor neuron,glutamate,T3,,MNhl28,Acc. ti flexor MN,LHS,MNhl28_MetaLN_L,MNhl28_MetaLN_L,-1,10759
10853,TBD,intrinsic neuron,gaba,A2,,INXXX332,INXXX332,RHS,INXXX332_A2_R,INXXX332_A2_R,-1,10059
10854,00A,intrinsic neuron,gaba,T2,,IN00A036,IN00A036,Midline,IN00A036_T2_M,IN00A036_T2_M,-1,2541
10856,10B,intrinsic neuron,acetylcholine,T1,,IN10B032,IN10B032,LHS,IN10B032_T1_L,IN10B032_T1_L,1,5553
10857,00B,efferent neuron,acetylcholine,A10,,EN00B018,EN00B018,Midline,EN00B018_A10_M,EN00B018_A10_M,1,2417
10858,15B,motor neuron,glutamate,T1,,MNfl26,Acc. ti flexor MN,RHS,MNfl26_ProLN_R,MNfl26_ProLN_R,-1,10649
10860,17B,ascending neuron,gaba,A1,LHS,AN17B013,AN17B013,LHS,AN17B013_A1_L,AN17B013_A1_L,-1,1032
10862,TBD,motor neuron,glutamate,T3,,MNhl17,Pleural remotor/abductor MN,LHS,MNhl17_MetaLN_L,MNhl17_MetaLN_L,-1,10739
10863,TBD,motor neuron,gaba,T2,,MNml14,Acc. tr flexor MN,LHS,MNml14_MesoLN_L,MNml14_MesoLN_L,-1,10848
10865,02A,intrinsic neuron,glutamate,A4,,IN02A059,IN02A059,RHS,IN02A059_A4_R,IN02A059_A4_R,-1,3292
10870,17A,intrinsic neuron,glutamate,T2,,IN17A033,IN17A033,LHS,IN17A033_T2_L,IN17A033_T2_L,-1,7631
10871,06B,intrinsic neuron,glutamate,T3,,IN06B042,IN06B042,RHS,IN06B042_T3_R,IN06B042_T3_R,-1,4557
10873,05B,intrinsic neuron,glutamate,A1,,IN05B093,IN05B093,RHS,IN05B093_A1_R,IN05B093_A1_R,-1,4188
10875,02A,ascending neuron,glutamate,T1,RHS,AN02A046,AN02A046,RHS,AN02A046_T1_R,AN02A046_T1_R,-1,70
10877,,sensory neuron,glutamate,,RHS,SNta34,SNta34,,SNta34_ProLN_R,SNta34_ProLN_R,-1,11464
10878,08B,ascending neuron,acetylcholine,T1,LHS,AN08B049,AN08B049,RHS,AN08B049_T1_R,AN08B049_T1_R,1,552
10881,13A,intrinsic neuron,gaba,T2,,IN13A009,IN13A009,RHS,IN13A009_T2_R,IN13A009_T2_R,-1,6282
10883,12A,intrinsic neuron,acetylcholine,T2,,IN12A057,IN12A057,RHS,IN12A057_T2_R,IN12A057_T2_R,1,5915
10892,12B,ascending neuron,gaba,A1,LHS,AN12B004,AN12B004,RHS,AN12B004_A1_R,AN12B004_A1_R,-1,891
10893,17A,ascending neuron,acetylcholine,T3,LHS,AN17A008,AN17A008,LHS,AN17A008_T3_L,AN17A008_T3_L,1,956
10894,17A,ascending neuron,acetylcholine,A1,LHS,AN17A015,AN17A015,LHS,AN17A015_A1_L,AN17A015_A1_L,1,974
10896,10B,ascending neuron,acetylcholine,T3,RHS,AN10B020,AN10B020,LHS,AN10B020_T3_L,AN10B020_T3_L,1,780
10898,21A,intrinsic neuron,acetylcholine,T3,,IN21A010,IN21A010,RHS,IN21A010_T3_R,IN21A010_T3_R,1,8841
10901,13B,intrinsic neuron,gaba,T2,,IN13B039,IN13B039,RHS,IN13B039_T2_R,IN13B039_T2_R,-1,6646
10903,04B,intrinsic neuron,acetylcholine,T2,,IN04B030,IN04B030,LHS,IN04B030_T2_L,IN04B030_T2_L,1,3844
10909,06B,intrinsic neuron,gaba,T3,,IN06B083,IN06B083,RHS,IN06B083_T3_R,IN06B083_T3_R,-1,4641
10914,10B,intrinsic neuron,acetylcholine,T3,,IN10B052,IN10B052,RHS,IN10B052_T3_R,IN10B052_T3_R,1,5617
10915,16B,intrinsic neuron,glutamate,T3,,IN16B104,IN16B104,RHS,IN16B104_T3_R,IN16B104_T3_R,-1,7517
10917,23B,intrinsic neuron,acetylcholine,T3,,IN23B060,IN23B060,RHS,IN23B060_T3_R,IN23B060_T3_R,1,9356
10918,,descending neuron,acetylcholine,,LHS,DNxl056,DNxl056,,DNxl056_CvC_L,DNxl056_CvC_L,1,1854
10920,16B,intrinsic neuron,glutamate,T2,,IN16B032,IN16B032,LHS,IN16B032_T2_L,IN16B032_T2_L,-1,7327
10921,08B,ascending neuron,acetylcholine,T1,LHS,AN08B061,AN08B061,RHS,AN08B061_T1_R,AN08B061_T1_R,1,562
10922,,descending neuron,acetylcholine,,RHS,DNit002,DNg77,,DNit002_CvC_R,DNit002_CvC_R,1,1537
10923,,sensory neuron,glutamate,,RHS,SNppxx,SNppxx,,SNppxx_VProN_R,SNppxx_VProN_R,-1,11350
10925,TBD,motor neuron,gaba,A10,,MNad17,MNad17,RHS,MNad17_AbNT_R,MNad17_AbNT_R,-1,10500
10930,23B,intrinsic neuron,acetylcholine,T3,,IN23B020,IN23B020,RHS,IN23B020_T3_R,IN23B020_T3_R,1,9197
10931,09B,ascending neuron,acetylcholine,A9,LHS,AN09B004,AN09B004,RHS,AN09B004_A9_R,AN09B004_A9_R,1,639
10932,13A,intrinsic neuron,gaba,T3,,IN13A038,IN13A038,LHS,IN13A038_T3_L,IN13A038_T3_L,-1,6377
10933,,sensory neuron,glutamate,,RHS,SNta34,SNta34,,SNta34_MesoLN_R,SNta34_MesoLN_R,1,11461
10934,08B,ascending neuron,acetylcholine,T1,RHS,AN08B057,AN08B057,LHS,AN08B057_T1_L,AN08B057_T1_L,1,557
10935,,sensory ascending,acetylcholine,,LHS,SAxx01,SAxx01,,SAxx01_AbN3_L,SAxx01_AbN3_L,1,11073
10937,27X,intrinsic neuron,gaba,T1,,IN27X001,IN27X001,LHS,IN27X001_T1_L,IN27X001_T1_L,-1,9486
10938,17A,intrinsic neuron,acetylcholine,T1,,IN17A016,IN17A016,RHS,IN17A016_T1_R,IN17A016_T1_R,1,7578
10939,19A,intrinsic neuron,gaba,T3,,IN19A106,IN19A106,LHS,IN19A106_T3_L,IN19A106_T3_L,-1,8258
10940,21A,intrinsic neuron,glutamate,T1,,IN21A038,IN21A038,LHS,IN21A038_T1_L,IN21A038_T1_L,-1,8960
10942,19A,intrinsic neuron,gaba,T3,,IN19A073,IN19A073,RHS,IN19A073_T3_R,IN19A073_T3_R,-1,8178
10943,14A,intrinsic neuron,glutamate,T2,,IN14A007,IN14A007,RHS,IN14A007_T2_R,IN14A007_T2_R,-1,6876
10944,17A,ascending neuron,acetylcholine,T1,LHS,AN17A047,AN17A047,LHS,AN17A047_T1_L,AN17A047_T1_L,1,998
10949,,descending neuron,acetylcholine,,RHS,DNxl030,DNg45,,DNxl030_CvC_R,DNxl030_CvC_R,1,1803
10950,,descending neuron,acetylcholine,,RHS,DNxn064,DNg78,,DNxn064_CvC_R,DNxn064_CvC_R,1,2134
10951,,descending neuron,acetylcholine,,LHS,DNut036,DNut036,,DNut036_CvC_L,DNut036_CvC_L,1,1690
10955,21A,intrinsic neuron,glutamate,T2,,IN21A002,IN21A002,RHS,IN21A002_T2_R,IN21A002_T2_R,-1,8793
10960,,descending neuron,glutamate,,LHS,DNxl107,DNxl107,,DNxl107_CvC_L,DNxl107_CvC_L,-1,1954
10964,17A,ascending neuron,acetylcholine,T1,LHS,AN17A062,AN17A062,LHS,AN17A062_T1_L,AN17A062_T1_L,1,1002
10966,TBD,intrinsic neuron,gaba,A6,,INXXX366,INXXX366,RHS,INXXX366_A6_R,INXXX366_A6_R,-1,10148
10969,07B,ascending neuron,glutamate,T1,LHS,AN07B017,AN07B017,RHS,AN07B017_T1_R,AN07B017_T1_R,-1,384
10971,00A,intrinsic neuron,gaba,T1,,IN00A043,IN00A043,Midline,IN00A043_T1_M,IN00A043_T1_M,-1,2550
10975,,descending neuron,acetylcholine,,RHS,DNxn105,DNxn105,,DNxn105_CvC_R,DNxn105_CvC_R,1,2216
10980,01A,intrinsic neuron,acetylcholine,T1,,IN01A005,IN01A005,LHS,IN01A005_T1_L,IN01A005_T1_L,1,2597
10981,19A,intrinsic neuron,gaba,T1,,IN19A065,IN19A065,LHS,IN19A065_T1_L,IN19A065_T1_L,-1,8156
10982,03A,intrinsic neuron,acetylcholine,T2,,IN03A073,IN03A073,RHS,IN03A073_T2_R,IN03A073_T2_R,1,3528
10983,00A,intrinsic neuron,gaba,T3,,IN00A026,IN00A026,Midline,IN00A026_T3_M,IN00A026_T3_M,-1,2519
10984,06A,intrinsic neuron,gaba,T1,,IN06A053,IN06A053,RHS,IN06A053_T1_R,IN06A053_T1_R,-1,4285
10986,,sensory neuron,glutamate,,LHS,SNpp51,SNpp51,,SNpp51_MesoLN_L,SNpp51_MesoLN_L,-1,11285
10987,TBD,ascending neuron,acetylcholine,A5,RHS,ANXXX084,ANXXX084,LHS,ANXXX084_A5_L,ANXXX084_A5_L,1,1279
10990,17A,intrinsic neuron,acetylcholine,T2,,IN17A007,IN17A007,RHS,IN17A007_T2_R,IN17A007_T2_R,1,7568
10991,07B,ascending neuron,acetylcholine,T3,LHS,AN07B036,AN07B036,RHS,AN07B036_T3_R,AN07B036_T3_R,1,400
10993,06A,intrinsic neuron,gaba,T3,,IN06A061,IN06A061,RHS,IN06A061_T3_R,IN06A061_T3_R,-1,4299
10997,02A,intrinsic neuron,glutamate,T2,RHS,IN02A026,IN02A026,RHS,IN02A026_T2_R,IN02A026_T2_R,-1,3196
10998,07B,ascending neuron,acetylcholine,T3,LHS,AN07B076,AN07B076,RHS,AN07B076_T3_R,AN07B076_T3_R,1,443
11002,06B,ascending neuron,gaba,T1,LHS,AN06B026,AN06B026,RHS,AN06B026_T1_R,AN06B026_T1_R,-1,328
11005,14A,intrinsic neuron,glutamate,T1,,IN14A068,IN14A068,LHS,IN14A068_T1_L,IN14A068_T1_L,-1,7091
11008,17A,ascending neuron,acetylcholine,T3,RHS,AN17A003,AN17A003,RHS,AN17A003_T3_R,AN17A003_T3_R,1,953
11011,05B,ascending neuron,gaba,T1,LHS,AN05B069,AN05B069,RHS,AN05B069_T1_R,AN05B069_T1_R,-1,202
11012,01A,intrinsic neuron,acetylcholine,T3,,IN01A087,IN01A087,LHS,IN01A087_T3_L,IN01A087_T3_L,1,2845
11014,16B,intrinsic neuron,glutamate,T3,,IN16B037,IN16B037,RHS,IN16B037_T3_R,IN16B037_T3_R,-1,7350
11016,09B,intrinsic neuron,acetylcholine,T3,,IN09B038,IN09B038,LHS,IN09B038_T3_L,IN09B038_T3_L,1,5441
11017,13B,intrinsic neuron,gaba,T3,,IN13B070,IN13B070,LHS,IN13B070_T3_L,IN13B070_T3_L,-1,6748
11018,,descending neuron,acetylcholine,,LHS,DNxn119,DNxn119,,DNxn119_CvC_L,DNxn119_CvC_L,1,2242
11019,04B,ascending neuron,acetylcholine,T1,LHS,AN04B051,AN04B051,LHS,AN04B051_T1_L,AN04B051_T1_L,1,113
11021,TBD,intrinsic neuron,acetylcholine,A2,,INXXX039,INXXX039,RHS,INXXX039_A2_R,INXXX039_A2_R,1,9550
11022,09B,intrinsic neuron,acetylcholine,T3,,IN09B014,IN09B014,LHS,IN09B014_T3_L,IN09B014_T3_L,1,5429
11023,04B,intrinsic neuron,acetylcholine,T3,,IN04B063,IN04B063,LHS,IN04B063_T3_L,IN04B063_T3_L,1,3916
11026,06A,intrinsic neuron,gaba,T1,,IN06A003,IN06A003,RHS,IN06A003_T1_R,IN06A003_T1_R,-1,4194
11027,01A,intrinsic neuron,acetylcholine,T1,,IN01A074,IN01A074,LHS,IN01A074_T1_L,IN01A074_T1_L,1,2813
11030,14A,intrinsic neuron,glutamate,T2,,IN14A052,IN14A052,LHS,IN14A052_T2_L,IN14A052_T2_L,-1,7053
11031,13B,intrinsic neuron,gaba,T3,,IN13B009,IN13B009,RHS,IN13B009_T3_R,IN13B009_T3_R,-1,6500
11032,23B,intrinsic neuron,acetylcholine,T2,,IN23B080,IN23B080,RHS,IN23B080_T2_R,IN23B080_T2_R,1,9425
11035,04B,intrinsic neuron,acetylcholine,T2,,IN04B102,IN04B102,RHS,IN04B102_T2_R,IN04B102_T2_R,1,4016
11036,16B,intrinsic neuron,glutamate,T3,,IN16B104,IN16B104,LHS,IN16B104_T3_L,IN16B104_T3_L,-1,7516
11039,13B,intrinsic neuron,gaba,T3,,IN13B006,IN13B006,RHS,IN13B006_T3_R,IN13B006_T3_R,-1,6490
11041,16B,intrinsic neuron,glutamate,T3,,IN16B052,IN16B052,LHS,IN16B052_T3_L,IN16B052_T3_L,-1,7393
11044,TBD,intrinsic neuron,glutamate,A7,,INXXX398,INXXX398,LHS,INXXX398_A7_L,INXXX398_A7_L,-1,10238
11045,03A,intrinsic neuron,acetylcholine,T3,,IN03A048,IN03A048,RHS,IN03A048_T3_R,IN03A048_T3_R,1,3466
11046,12B,intrinsic neuron,gaba,T3,,IN12B087,IN12B087,LHS,IN12B087_T3_L,IN12B087_T3_L,-1,6224
11048,12A,ascending neuron,acetylcholine,A1,RHS,AN12A003,AN12A003,RHS,AN12A003_A1_R,AN12A003_A1_R,1,885
11051,06B,intrinsic neuron,gaba,T3,,IN06B029,IN06B029,LHS,IN06B029_T3_L,IN06B029_T3_L,-1,4534
11052,20A.22A,intrinsic neuron,acetylcholine,T1,,IN20A.22A030,IN20A.22A030,LHS,IN20A.22A030_T1_L,IN20A.22A030_T1_L,1,8598
11055,06B,ascending neuron,,T1,LHS,AN06B075,AN06B075,RHS,AN06B075_T1_R,AN06B075_T1_R,-1,364
11056,14A,intrinsic neuron,glutamate,T2,,IN14A093,IN14A093,LHS,IN14A093_T2_L,IN14A093_T2_L,-1,7167
11058,11A,intrinsic neuron,acetylcholine,T1,,IN11A039,GFC4,RHS,IN11A039_T1_R,IN11A039_T1_R,1,5736
11059,19A,intrinsic neuron,gaba,T3,,IN19A007,IN19A007,LHS,IN19A007_T3_L,IN19A007_T3_L,-1,7982
11060,TBD,motor neuron,glutamate,T3,,MNhl02,MNhl02,LHS,MNhl02_AbN1_L,MNhl02_AbN1_L,-1,10713
11061,,sensory neuron,acetylcholine,,RHS,SNta42,SNta42,,SNta42_ProLN_R,SNta42_ProLN_R,-1,11503
11064,23B,intrinsic neuron,acetylcholine,T3,,IN23B023,IN23B023,RHS,IN23B023_T3_R,IN23B023_T3_R,1,9209
11065,08A,intrinsic neuron,glutamate,T3,,IN08A037,IN08A037,RHS,IN08A037_T3_R,IN08A037_T3_R,-1,4924
11067,,descending neuron,acetylcholine,,LHS,DNhl001,DNg14,,DNhl001_CvC_L,DNhl001_CvC_L,1,1531
11069,23B,intrinsic neuron,acetylcholine,T1,,IN23B060,IN23B060,LHS,IN23B060_T1_L,IN23B060_T1_L,1,9351
11070,13A,intrinsic neuron,gaba,T3,,IN13A067,IN13A067,RHS,IN13A067_T3_R,IN13A067_T3_R,-1,6456
11071,13B,intrinsic neuron,gaba,T2,,IN13B022,IN13B022,RHS,IN13B022_T2_R,IN13B022_T2_R,-1,6562
11073,10B,intrinsic neuron,acetylcholine,T2,,IN10B040,IN10B040,RHS,IN10B040_T2_R,IN10B040_T2_R,1,5579
11076,13B,intrinsic neuron,gaba,T2,,IN13B037,IN13B037,RHS,IN13B037_T2_R,IN13B037_T2_R,-1,6636
11077,21A,intrinsic neuron,glutamate,T2,,IN21A052,IN21A052,LHS,IN21A052_T2_L,IN21A052_T2_L,-1,9005
11081,17A,ascending neuron,acetylcholine,T2,RHS,AN17A013,AN17A013,RHS,AN17A013_T2_R,AN17A013_T2_R,1,967
11082,07B,intrinsic neuron,glutamate,A5,,IN07B061,IN07B061,LHS,IN07B061_A5_L,IN07B061_A5_L,-1,4757
11083,12A,intrinsic neuron,acetylcholine,T1,,IN12A047,IN12A047,LHS,IN12A047_T1_L,IN12A047_T1_L,1,5896
